secid,date,cp_flag,index_flag,days,cusip,ticker,sic,exchange_d,class,issue_type,industry_group,delta,impl_volatility,impl_strike,impl_premium,dispersion,_1_MO,_2_MO,_3_MO,_6_MO,_1_YR,_2_YR,_3_YR,_5_YR,_7_YR,_10_YR,_30_YR,close
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.317501,2996.009,69.76089,0.024379,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.301725,3034.488,80.19292,0.022741,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.286984,3068.742,90.7671,0.021171,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.273331,3099.678,101.6343,0.019592,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.260835,3128.108,113.0164,0.018031,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.249428,3154.778,125.1536,0.01668,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.238902,3180.357,138.2816,0.015568,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.229384,3205.671,152.9444,0.014638,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.222652,3232.93,171.3083,0.016768,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.223559,3268.514,199.8133,0.028331,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.23482,3321.652,247.1288,0.043823,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,2-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.251257,3399.05,318.9851,0.055417,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.66,3090.23
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,90,0.43891,2574.016,447.0955,0.025514,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,85,0.426701,2663.794,368.7049,0.026983,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,80,0.41242,2736.473,307.8872,0.027423,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,70,0.382115,2851.624,217.285,0.026286,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,65,0.367017,2899.018,182.4708,0.025637,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,60,0.351845,2941.579,152.5913,0.025122,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,50,0.321557,3015.345,104.4454,0.023985,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,45,0.306854,3047.765,85.15867,0.023236,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,40,0.292637,3077.983,68.52379,0.022466,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,35,0.278859,3106.557,54.18409,0.021814,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,30,0.265321,3133.994,41.82863,0.021313,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,25,0.251834,3160.849,31.22104,0.020786,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,20,0.238528,3188.143,22.21201,0.019755,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,55,0.336625,2980.145,126.7742,0.024609,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,75,0.39729,2798.094,258.4208,0.027016,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,15,0.226505,3218.666,14.72807,0.01752,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,10,0.217877,3259.469,8.658582,0.014508,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.475389,2545.501,20.54019,0.048906,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.453599,2646.888,32.2154,0.039374,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.433653,2725.933,44.29732,0.0339,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.415264,2791.305,56.70957,0.030688,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.398201,2847.322,69.43755,0.028533,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.382025,2896.58,82.44595,0.027118,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.366247,2940.713,95.65546,0.026185,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.35069,2980.729,109.0306,0.025412,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.335427,3017.351,122.6262,0.024639,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.320573,3051.205,136.5691,0.023781,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.306286,3082.918,151.0924,0.022749,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.292713,3113.181,166.5525,0.02163,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.279855,3142.75,183.3935,0.020642,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.268384,3173.034,202.8437,0.020622,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.262459,3209.228,230.1877,0.026938,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.267826,3262.458,276.3362,0.041241,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,3-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.28162,3342.931,350.5162,0.053968,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.64,3003.37
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,90,0.380017,2735.751,409.7213,0.032123,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,80,0.34406,2892.941,271.8903,0.027931,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,75,0.326563,2949.788,224.7803,0.025688,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,70,0.309883,2997.885,186.3904,0.02376,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,60,0.279722,3075.638,128.157,0.020186,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,55,0.266475,3107.92,105.9222,0.018474,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,50,0.254396,3137.144,87.12524,0.016933,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,40,0.23293,3189.384,57.38894,0.01458,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,35,0.223137,3213.581,45.57377,0.013679,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,30,0.213879,3237.281,35.40751,0.012799,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,45,0.243292,3164.088,71.11585,0.015633,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,25,0.205236,3261.296,26.69134,0.011758,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,20,0.197594,3287.064,19.28131,0.010227,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,15,0.191764,3317.5,13.05206,0.008218,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,10,0.188481,3358.301,7.833307,0.006892,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,65,0.294213,3039.344,154.6406,0.02196,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,85,0.362114,2823.85,331.2475,0.030344,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.402864,2716.908,17.97822,0.049771,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.378702,2812.893,27.75132,0.040397,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.356706,2886.401,37.56175,0.033302,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.336833,2945.805,47.37985,0.028699,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.318642,2995.538,57.18923,0.025663,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.301945,3038.158,67.02509,0.023262,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.286743,3075.341,76.99285,0.021108,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.273,3108.363,87.23552,0.019159,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.260556,3138.246,97.89497,0.017471,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.249173,3165.81,109.1012,0.01605,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.238615,3191.72,120.9971,0.014835,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.228772,3216.592,133.8252,0.013658,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.219752,3241.175,148.0773,0.01232,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.212023,3266.699,164.8005,0.010803,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.207007,3295.881,186.603,0.011119,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.206907,3334.29,218.8738,0.017151,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,4-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.21215,3390.344,269.628,0.026013,1,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.67,3130.12
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,90,0.48235,2554.402,489.0119,0.037787,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,85,0.462672,2656.62,398.9789,0.034829,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,80,0.443185,2737.4,330.7641,0.031928,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,70,0.407001,2862.328,231.8186,0.028015,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,65,0.3899,2913.155,194.2901,0.026911,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,60,0.373039,2958.608,162.2351,0.026059,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,50,0.340204,3037.093,110.8959,0.02447,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,45,0.324523,3071.55,90.40959,0.023582,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,40,0.309508,3103.703,72.7719,0.022618,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,35,0.295157,3134.212,57.59795,0.021709,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,30,0.281289,3163.709,44.54408,0.02099,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,25,0.267614,3192.825,33.33003,0.020461,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,20,0.254046,3222.553,23.7695,0.019721,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,15,0.241398,3255.531,15.77417,0.017953,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,10,0.231499,3298.598,9.248096,0.015,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.497927,2543.703,21.72194,0.050987,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.473679,2650.784,33.9626,0.041589,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,55,0.356426,2999.67,134.6629,0.025274,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,75,0.424629,2804.587,276.4395,0.029623,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.451422,2734.205,46.54484,0.035536,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.431108,2802.936,59.4161,0.031703,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.412371,2861.628,72.56054,0.029237,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.394582,2913.088,85.91364,0.0277,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.377252,2959.019,99.38841,0.026651,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.360285,3000.476,112.97,0.025735,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.343805,3038.246,126.7417,0.024805,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.327957,3073.036,140.866,0.023804,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.312838,3105.532,155.5784,0.022743,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.298451,3136.423,171.1758,0.021669,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.284723,3166.435,188.0485,0.020624,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.271553,3196.422,206.7752,0.019729,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.259343,3228.003,228.8009,0.019375,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.250637,3266.226,259.1247,0.022003,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,5-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.248835,3322.336,308.7659,0.029726,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.56,3023.94
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,90,0.542151,2462.369,531.8849,0.098886,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,85,0.506812,2581.811,425.0256,0.06387,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,80,0.478755,2671.339,348.3875,0.044473,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,75,0.454851,2743.724,289.1743,0.036275,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,70,0.433521,2804.929,241.3945,0.03215,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,60,0.395842,2905.482,168.4917,0.027743,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,55,0.378064,2948.193,139.8546,0.027016,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,50,0.360339,2987.083,115.0535,0.026605,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,40,0.325386,3055.617,75.00932,0.025359,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,35,0.308639,3086.447,59.07893,0.024365,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,30,0.292617,3115.951,45.47165,0.023244,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,45,0.342705,3022.709,93.56255,0.026104,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,65,0.414073,2858.167,201.8564,0.029373,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,25,0.277276,3144.989,33.89826,0.022096,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,20,0.26256,3174.748,24.11956,0.020741,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,15,0.249022,3207.827,15.97942,0.018575,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
